500 0.000111 0.000544 3024.666667 15.666667
1000 0.000060 0.000525 2986.000000 7.333333
1500 0.000084 0.000752 3068.500000 4.555556
2000 0.000069 0.000807 2994.666667 3.166667
2500 0.000085 0.000803 2993.000000 2.333333
3000 0.000086 0.001367 2941.861111 1.777778
